778,59,24,41.841522
779,59,24,50.341164
710,63,24,37.122421
711,63,24,114.998856
778,60,24,105.871803
779,60,24,140.269608
778,61,24,162.416382
779,61,24,157.158020
894,62,24,35.819695
892,63,24,154.090759
893,63,24,105.757645
894,63,24,94.844299
838,60,24,88.276291
839,60,24,122.853508
840,60,24,90.776993
838,61,24,81.567993
839,61,24,124.197090
893,61,24,36.109306
1061,52,24,91.808517
1062,52,24,119.130074
1061,53,24,113.983353
1062,53,24,162.847382
1063,53,24,141.938995
1061,54,24,135.005295
1062,54,24,153.043488
1062,55,24,78.531303
839,59,24,87.835251
840,59,24,76.942802
509,71,24,49.683716
510,71,24,129.533035
511,71,24,134.909317
456,78,24,78.989601
456,79,24,59.310333
457,79,24,82.689163
510,72,24,83.531807
511,72,24,74.638939
711,66,24,75.875732
603,69,24,51.775375
604,69,24,107.287361
710,64,24,39.285675
711,64,24,123.016510
712,65,24,167.067429
713,65,24,122.250153
892,64,24,135.952026
893,64,24,149.594910
603,70,24,64.132202
604,70,24,158.925690
603,71,24,92.233574
604,71,24,159.306351
605,71,24,152.788727
930,65,24,104.225677
931,65,24,104.298126
603,72,24,63.349518
604,72,24,113.874718
604,73,24,61.761726
930,68,24,94.227028
931,68,24,77.873245
929,66,24,66.659920
930,66,24,134.324020
931,66,24,152.397202
932,66,24,92.083519
929,67,24,38.652027
930,67,24,127.727219
931,67,24,113.562927
932,67,24,92.543442
1139,78,24,76.896881
1140,78,24,122.564789
1141,78,24,108.378059
1140,79,24,66.416328
1139,77,24,63.757744
1140,77,24,114.877945
1141,77,24,88.447876
987,70,24,84.248886
988,70,24,147.582993
989,70,24,136.208374
988,71,24,81.384201
989,71,24,97.773483
990,71,24,71.516006
1193,70,24,126.809746
1193,71,24,57.254936
987,68,24,41.491467
988,68,24,81.991722
987,69,24,104.522835
988,69,24,137.185410
989,69,24,135.220673
1193,67,24,54.814499
1192,68,24,68.633209
1193,68,24,140.380966
1191,69,24,38.711025
1192,69,24,117.694824
1193,69,24,162.187027
1194,69,24,143.956680
1242,76,24,69.265984
1243,76,24,92.323685
1241,74,24,50.924870
1242,74,24,117.320114
1243,74,24,153.494095
1241,75,24,52.193298
1242,75,24,147.209457
1243,75,24,165.618073
1244,75,24,124.461563
1360,79,24,32.867069
1242,73,24,104.032875
1455,76,24,52.326550
1455,77,24,33.226433
1457,74,24,39.099724
1456,75,24,74.555931
1457,75,24,73.196442
1456,76,24,76.721863
1457,76,24,65.696251
1456,77,24,51.087650
367,83,24,45.553238
369,84,24,129.529480
370,84,24,122.602104
166,91,24,42.996307
368,82,24,58.592979
369,82,24,68.443741
370,82,24,58.589184
368,83,24,82.801994
369,83,24,104.292206
370,83,24,99.020660
1295,86,24,135.385040
1294,84,24,78.402008
1295,84,24,150.862488
1294,85,24,98.920372
1295,85,24,176.485138
1294,83,24,32.570438
1295,83,24,86.143234
1360,82,24,107.268318
1360,80,24,71.664017
1361,80,24,56.263332
1360,81,24,122.153267
1361,81,24,85.701080
1296,86,24,131.632751
1298,86,24,42.390022
1296,87,24,91.709000
1296,84,24,132.631073
1296,85,24,159.511154
1296,83,24,60.421337
1410,90,24,76.172569
1411,90,24,92.251106
1412,90,24,73.752617
1409,91,24,45.283989
1410,91,24,127.913727
1411,91,24,109.377350
1412,91,24,71.762268
1411,89,24,35.951809
1514,88,24,112.607658
1515,88,24,135.109421
1516,88,24,124.696297
1514,89,24,123.015480
1515,89,24,180.493881
1516,89,24,155.318756
1515,90,24,169.882767
1516,90,24,122.175270
1515,91,24,87.031807
1516,91,24,74.857101
1359,80,24,54.788540
1359,81,24,119.946777
1410,94,24,74.026474
1411,94,24,53.340168
1410,92,24,151.579376
1411,92,24,141.821960
1410,93,24,104.806816
1411,93,24,103.439857
326,97,24,89.854599
1578,80,24,73.174370
1579,80,24,112.199829
1580,80,24,123.800629
1579,81,24,143.155029
1580,81,24,166.332184
1514,87,24,49.843124
1515,87,24,83.850891
1516,87,24,65.670853
326,98,24,92.291786
327,98,24,118.597000
328,98,24,73.397102
326,99,24,70.439163
328,99,24,39.413471
261,100,24,32.342606
262,100,24,72.332588
261,99,24,51.321754
951,98,24,86.198364
952,98,24,91.261810
950,99,24,36.068539
951,99,24,108.673653
952,99,24,119.334595
951,100,24,96.395691
952,100,24,123.409775
952,101,24,60.067249
1095,105,24,74.403320
1094,106,24,115.198006
1095,106,24,130.788147
1094,107,24,138.788406
1095,107,24,158.273132
1096,107,24,126.729820
951,97,24,51.515190
952,97,24,38.492203
1617,110,24,76.642136
1617,108,24,95.827194
1618,108,24,167.420563
1619,108,24,138.603851
1617,109,24,137.928329
1618,109,24,127.874924
1652,110,24,90.006935
1653,110,24,75.445747
1654,110,24,63.256844
1655,110,24,30.110510
1653,108,24,59.169266
1652,109,24,51.644695
1653,109,24,65.354340
1617,106,24,70.161163
1618,106,24,66.917999
1617,107,24,105.665833
1618,107,24,113.820496
1619,107,24,89.145271
206,116,24,38.891838
207,117,24,76.971794
608,121,24,37.822063
608,123,24,133.514374
609,123,24,120.927994
888,114,24,31.345682
885,115,24,109.504738
887,115,24,82.189232
743,116,24,153.278458
744,116,24,170.753265
743,117,24,180.162781
744,117,24,168.584366
742,114,24,35.303379
743,114,24,74.366898
744,114,24,92.419250
742,115,24,85.111748
743,115,24,105.292412
744,115,24,121.675606
745,115,24,118.395096
744,118,24,126.706100
886,113,24,57.068069
668,123,24,101.560501
669,123,24,127.466240
667,124,24,34.586842
668,124,24,117.023590
669,124,24,166.768936
667,125,24,42.727837
668,125,24,103.339333
669,125,24,122.635056
607,123,24,96.656883
1168,115,24,94.088638
1169,115,24,54.641464
1170,115,24,46.032944
668,126,24,36.993149
669,126,24,80.469620
1360,126,24,43.446144
1357,125,24,39.143379
1357,126,24,60.048172
1302,127,24,99.978760
1304,127,24,67.093269
1302,125,24,58.443638
1232,121,24,31.845627
1232,124,24,93.426132
1233,124,24,57.913746
1232,122,24,104.143417
1233,122,24,86.728806
1232,123,24,94.219086
1233,123,24,87.508110
1698,112,24,47.134720
1699,112,24,44.189987
1698,113,24,75.956154
1699,113,24,73.955345
