VARIABLES = x nde ndi rho phi ef
ZONE I=101 T=ZONE_000000
0 1.0002e+16 1.0002e+16 -5.16097e-10 0 -0.0264389
0.0001 1e+16 1e+16 3.44065e-10 2.64389e-06 -0.0244959
0.0002 9.99999e+15 1e+16 3.44065e-10 4.89919e-06 -0.02061
0.0003 1e+16 1e+16 -1.03219e-09 6.7659e-06 -0.024496
0.0004 1e+16 9.99999e+15 -2.75252e-09 9.79838e-06 -0.0458684
0.0005 1e+16 1e+16 -1.03219e-09 1.59396e-05 -0.0672409
0.0006 1e+16 1e+16 1.72032e-10 2.32466e-05 -0.0720983
0.0007 1e+16 1e+16 -1.08167e-19 3.03592e-05 -0.0711269
0.0008 1e+16 1e+16 8.60162e-10 3.74719e-05 -0.0662696
0.0009 1e+16 9.99999e+15 -3.44065e-10 4.36132e-05 -0.0633552
0.001 9.99999e+15 1e+16 1.20423e-09 5.0143e-05 -0.0584979
0.0011 1e+16 1e+16 -3.44065e-10 5.53127e-05 -0.0536405
0.0012 1e+16 1e+16 1.20423e-09 6.08711e-05 -0.0487832
0.0013 9.99999e+15 1e+16 1.54829e-09 6.50694e-05 -0.0332397
0.0014 1e+16 1e+16 9.29059e-20 6.7519e-05 -0.0244965
0.0015 1e+16 9.99999e+15 -1.37626e-09 6.99687e-05 -0.0322684
0.0016 1e+16 1e+16 6.8813e-10 7.39727e-05 -0.0361543
0.0017 1e+16 1e+16 -1.72032e-10 7.71995e-05 -0.03324
0.0018 1e+16 1e+16 -1.08167e-19 8.06207e-05 -0.0342116
0.0019 1e+16 9.99999e+15 -1.72032e-09 8.40419e-05 -0.0439264
0.002 1e+16 1e+16 -1.72032e-10 8.9406e-05 -0.0546127
0.0021 1e+16 1e+16 1.72032e-10 9.49644e-05 -0.0546128
0.0022 1e+16 9.99999e+15 -1.03219e-09 0.000100329 -0.0594703
0.0023 1e+16 9.99999e+15 -1.72032e-10 0.000106858 -0.0662707
0.0024 1e+16 1e+16 6.8813e-10 0.000113583 -0.0633564
0.0025 1e+16 1e+16 1.72032e-10 0.00011953 -0.0584991
0.0026 9.99999e+15 1e+16 2.06439e-09 0.000125283 -0.04587
0.0027 9.99999e+15 9.99999e+15 -3.44065e-10 0.000128704 -0.0361554
0.0028 1e+16 1e+16 -3.44065e-10 0.000132514 -0.0400414
0.0029 9.99999e+15 1e+16 1.89236e-09 0.000136712 -0.0312983
0.003 1e+16 9.99999e+15 -1.37626e-09 0.000138773 -0.028384
0.0031 1e+16 1e+16 -8.60162e-10 0.000142389 -0.0410133
0.0032 1e+16 1e+16 8.60162e-10 0.000146976 -0.0410134
0.0033 1e+16 9.99999e+15 -1.89236e-09 0.000150591 -0.0468424
0.0034 1e+16 1e+16 1.72032e-10 0.000156344 -0.0565572
0.0035 1e+16 1e+16 5.16097e-10 0.000161903 -0.0526715
0.0036 9.99999e+15 1e+16 1.37626e-09 0.000166879 -0.0419854
0.0037 1e+16 1e+16 -1.72032e-10 0.0001703 -0.0351852
0.0038 1e+16 1e+16 -1.72032e-10 0.000173916 -0.0371283
0.0039 1e+16 1e+16 -1.20423e-09 0.000177726 -0.0449002
0.004 9.99999e+15 1e+16 2.06439e-09 0.000182896 -0.040043
0.0041 1e+16 1e+16 -5.16097e-10 0.000185734 -0.0312998
0.0042 1e+16 1e+16 6.8813e-10 0.000189156 -0.0303285
0.0043 9.99999e+15 1e+16 3.44065e-10 0.0001918 -0.0244998
0.0044 1e+16 1e+16 -6.8813e-10 0.000194056 -0.0264429
0.0045 9.99999e+15 1e+16 2.23642e-09 0.000197089 -0.0176997
0.0046 1e+16 1e+16 9.29059e-20 0.000197596 -0.0050707
0.0047 1e+16 1e+16 1.72032e-10 0.000198103 -0.00409937
0.0048 1e+16 1e+16 -3.44065e-10 0.000198415 -0.00507098
0.0049 1e+16 1e+16 -1.72032e-10 0.000199117 -0.00798555
0.005 1e+16 1e+16 3.44065e-10 0.000200013 -0.00701421
0.0051 1e+16 1e+16 7.71387e-20 0.00020052 -0.0050714
0.0052 9.99999e+15 1e+16 1.03219e-09 0.000201027 0.000757312
0.0053 1e+16 1e+16 -3.44065e-10 0.000200368 0.00464307
0.0054 9.99999e+15 1e+16 1.72032e-09 0.000200098 0.0124147
0.0055 1e+16 1e+16 9.29059e-20 0.000197885 0.0221293
0.0056 1e+16 1e+16 -4.50981e-20 0.000195672 0.0221292
0.0057 1e+16 1e+16 -1.72032e-10 0.000193459 0.0211576
0.0058 9.99999e+15 1e+16 3.44065e-10 0.000191441 0.022129
0.0059 9.99999e+15 1e+16 1.20423e-09 0.000189034 0.0308721
0.006 1e+16 1e+16 -3.44065e-10 0.000185266 0.0357293
0.0061 1e+16 1e+16 -1.72032e-09 0.000181888 0.0240715
0.0062 9.99999e+15 1e+16 2.06439e-09 0.000180452 0.0260143
0.0063 1e+16 1e+16 1.72032e-10 0.000176685 0.0386434
0.0064 1e+16 1e+16 -3.44065e-10 0.000172723 0.0376718
0.0065 1e+16 1e+16 -4.50981e-20 0.000169151 0.0357287
0.0066 1e+16 9.99999e+15 -1.37626e-09 0.000165578 0.0279568
0.0067 9.99999e+15 1e+16 1.54829e-09 0.000163559 0.0289282
0.0068 1e+16 1e+16 -6.8813e-10 0.000159792 0.0337854
0.0069 1e+16 1e+16 -5.16097e-10 0.000156802 0.026985
0.007 9.99999e+15 9.99999e+15 5.16097e-10 0.000154395 0.0269849
0.0071 1e+16 1e+16 -1.03219e-09 0.000151405 0.0240704
0.0072 1e+16 1e+16 -6.08654e-20 0.000149581 0.0182414
0.0073 9.99999e+15 1e+16 2.23642e-09 0.000147757 0.0308705
0.0074 1e+16 1e+16 -2.23642e-09 0.000143407 0.0308704
0.0075 1e+16 1e+16 -1.72032e-10 0.000141583 0.0172697
0.0076 1e+16 1e+16 2.06439e-09 0.000139953 0.0279558
0.0077 1e+16 1e+16 5.16097e-10 0.000135992 0.0425278
0.0078 1e+16 1e+16 -1.72032e-10 0.000131447 0.0444707
0.0079 1e+16 1e+16 5.16097e-10 0.000127097 0.0464136
0.008 1e+16 1e+16 5.16097e-10 0.000122165 0.0522424
0.0081 1e+16 1e+16 3.44065e-10 0.000116649 0.0570997
0.0082 9.99999e+15 1e+16 8.60162e-10 0.000110745 0.0638999
0.0083 1e+16 1e+16 6.8813e-10 0.000103869 0.0726431
0.0084 1e+16 1e+16 -6.8813e-10 9.62161e-05 0.0726431
0.0085 1e+16 9.99999e+15 -1.03219e-09 8.93404e-05 0.0629283
0.0086 1e+16 1e+16 1.89236e-09 8.36305e-05 0.0677856
0.0087 1e+16 1e+16 1.72032e-10 7.57833e-05 0.0794433
0.0088 1e+16 1e+16 -1.54829e-09 6.77418e-05 0.0716714
0.0089 9.99999e+15 9.99999e+15 3.44065e-10 6.1449e-05 0.0648711
0.009 1e+16 1e+16 -1.20423e-09 5.47676e-05 0.0600136
0.0091 1e+16 1e+16 -6.8813e-10 4.94463e-05 0.0493274
0.0092 1e+16 1e+16 -6.8813e-10 4.49021e-05 0.0415556
0.0093 1e+16 1e+16 1.20423e-09 4.11351e-05 0.04447
0.0094 1e+16 1e+16 9.29059e-20 3.60081e-05 0.0512703
0.0095 1e+16 1e+16 -6.08654e-20 3.08811e-05 0.0512703
0.0096 1e+16 1e+16 1.37626e-09 2.57541e-05 0.0590421
0.0097 9.99999e+15 9.99999e+15 -3.44065e-10 1.90727e-05 0.0648709
0.0098 1e+16 1e+16 3.44065e-10 1.27799e-05 0.0648709
0.0099 1e+16 1e+16 -5.16097e-10 6.0985e-06 0.0638994
0.01 9.99801e+15 9.998e+15 -1.20423e-09 0 0.060985
ZONE I=101 T=ZONE_001000
0 1.22171e+14 8.81677e+15 0.00139303 0 -38766.1
0.0001 1.15872e+15 9.68395e+15 0.00136589 3.87661 -31052.8
0.0002 3.66815e+15 9.78581e+15 0.000980159 6.21057 -17804.6
0.0003 6.35687e+15 9.81335e+15 0.00055379 7.43753 -9142.31
0.0004 8.05732e+15 9.85604e+15 0.000288187 8.03903 -4387.63
0.0005 9.20858e+15 9.96466e+15 0.000121138 8.31505 -2076.15
0.0006 9.65349e+15 1.00607e+16 6.52493e-05 8.45426 -1023.62
0.0007 9.79136e+15 9.94624e+15 2.48157e-05 8.51978 -515.015
0.0008 9.87674e+15 9.98557e+15 1.74357e-05 8.55726 -276.42
0.0009 9.8113e+15 1.00262e+16 3.44352e-05 8.57506 16.4968
0.001 9.91062e+15 9.97126e+15 9.71433e-06 8.55396 265.811
0.0011 9.88021e+15 1.00227e+16 2.2827e-05 8.5219 449.573
0.0012 9.94498e+15 1.00104e+16 1.04787e-05 8.46405 637.652
0.0013 9.92228e+15 9.94783e+15 4.0942e-06 8.39437 719.946
0.0014 9.91379e+15 9.97397e+15 9.64224e-06 8.32006 797.516
0.0015 1.02624e+16 1.005e+16 -3.40306e-05 8.23486 659.794
0.0016 1.00885e+16 9.97935e+15 -1.74921e-05 8.1881 368.843
0.0017 1.01134e+16 1.00374e+16 -1.21777e-05 8.1611 201.297
0.0018 1.00501e+16 1.00292e+16 -3.34758e-06 8.14784 113.625
0.0019 1.01231e+16 1.00299e+16 -1.49343e-05 8.13837 10.3862
0.002 9.98721e+15 9.937e+15 -8.0451e-06 8.14576 -119.379
0.0021 1.00346e+16 9.9787e+15 -8.961e-06 8.16225 -215.414
0.0022 1.0149e+16 1.00289e+16 -1.92547e-05 8.18885 -374.749
0.0023 1.00586e+16 1.00156e+16 -6.88525e-06 8.2372 -522.363
0.0024 1.00406e+16 9.99583e+15 -7.17736e-06 8.29332 -601.775
0.0025 9.93251e+15 1.00109e+16 1.25616e-05 8.35755 -571.37
0.0026 9.87378e+15 1.00257e+16 2.43357e-05 8.40759 -363.009
0.0027 1.00668e+16 9.91781e+15 -2.38671e-05 8.43015 -360.363
0.0028 9.9175e+15 1.00135e+16 1.53819e-05 8.47967 -408.279
0.0029 9.80675e+15 1.00178e+16 3.38161e-05 8.51181 -130.455
0.003 9.94448e+15 9.9338e+15 -1.71017e-06 8.50576 50.8482
0.0031 1.00542e+16 1.00419e+16 -1.96822e-06 8.50164 30.0761
0.0032 9.97799e+15 1.0014e+16 5.76979e-06 8.49974 51.5437
0.0033 9.99443e+15 9.99041e+15 -6.43573e-07 8.49133 80.4917
0.0034 1.01464e+16 1.00452e+16 -1.62173e-05 8.48364 -14.7225
0.0035 9.99639e+15 1.00089e+16 1.99936e-06 8.49427 -95.012
0.0036 1.00721e+16 9.97819e+15 -1.50528e-05 8.50265 -168.726
0.0037 1.00431e+16 9.9834e+15 -9.55829e-06 8.52802 -307.706
0.0038 1.01695e+16 9.97798e+15 -3.06782e-05 8.56419 -534.923
0.0039 9.93609e+15 9.98902e+15 8.48137e-06 8.635 -660.269
0.004 1.01127e+16 1.00549e+16 -9.25431e-06 8.69624 -664.634
0.0041 9.95204e+15 1.00278e+16 1.21436e-05 8.76793 -648.318
0.0042 1.00576e+16 1.00101e+16 -7.60985e-06 8.82591 -622.716
0.0043 1.01694e+16 9.95986e+15 -3.35697e-05 8.89247 -855.259
0.0044 9.76976e+15 1.00438e+16 4.39142e-05 8.99696 -796.843
0.0045 9.92902e+15 9.90722e+15 -3.49277e-06 9.05184 -568.582
0.0046 9.99902e+15 1.00325e+16 5.36019e-06 9.11067 -558.036
0.0047 9.84917e+15 9.96306e+15 1.82471e-05 9.16345 -424.725
0.0048 9.95815e+15 1.00766e+16 1.8979e-05 9.19562 -214.507
0.0049 9.97867e+15 9.97878e+15 1.80634e-08 9.20635 -107.23
