0 0 1
1 0 1
2 0 1
3 0 1
4 0 1
5 0 1
6 0 1
7 0 1
8 0 1
9 0 1
10 0 1
11 0 1
12 0 1
13 0 1
14 0 1
15 0 1
16 0 1
17 0 1
18 0 1
19 0 1
20 0 1
21 0 1
22 0 1
23 0 1
24 0 1
25 0 1
26 0 1
27 0 1
28 0 1
29 0 1
30 0 1
31 0 1
32 0 1
33 0 1
34 0 1
35 0 1
36 0 1
37 0 1
38 0 1
39 0 1
40 0 1
41 0 1
42 0 1
43 0 1
44 0 1
45 0 1
46 0 1
47 0 1
48 0 1
49 0 1
50 0 1
51 0 1
52 0 1
53 0 1
54 0 1
55 0 1
56 0 1
57 0 1
58 0 1
59 0 1
60 0 1
61 0 1
62 0 1
63 0 1
64 0 1
65 0 1
66 0 1
67 0 1
68 0 1
69 0 1
70 0 1
71 0 1
72 0 1
73 0 1
74 0 1
75 0 1
76 0 1
77 0 1
78 0 1
79 0 1
80 0 1
81 0 1
82 0 1
83 0 1
84 0 1
85 0 1
86 0 1
87 0 1
88 0 1
89 0 1
90 0 1
91 0 1
92 0 1
93 0 1
94 0 1
95 0 1
96 0 1
97 0 1
98 0 1
99 0 1
100 0 1
101 0 1
102 0 1
103 0 1
104 0 1
105 0 1
106 0 1
107 0 1
108 0 1
109 0 1
110 0 1
111 0 1
112 0 1
113 0 1
114 0 1
115 0 1
116 0 1
117 0 1
118 0 1
119 0 1
120 0 1
121 0 1
122 0 1
123 0 1
124 0 1
125 0 1
126 0 1
127 0 1
0 127 1
1 127 1
2 127 1
3 127 1
4 127 1
5 127 1
6 127 1
7 127 1
8 127 1
9 127 1
10 127 1
11 127 1
12 127 1
13 127 1
14 127 1
15 127 1
16 127 1
17 127 1
18 127 1
19 127 1
20 127 1
21 127 1
22 127 1
23 127 1
24 127 1
25 127 1
26 127 1
27 127 1
28 127 1
29 127 1
30 127 1
31 127 1
32 127 1
33 127 1
34 127 1
35 127 1
36 127 1
37 127 1
38 127 1
39 127 1
40 127 1
41 127 1
42 127 1
43 127 1
44 127 1
45 127 1
46 127 1
47 127 1
48 127 1
49 127 1
50 127 1
51 127 1
52 127 1
53 127 1
54 127 1
55 127 1
56 127 1
57 127 1
58 127 1
59 127 1
60 127 1
61 127 1
62 127 1
63 127 1
64 127 1
65 127 1
66 127 1
67 127 1
68 127 1
69 127 1
70 127 1
71 127 1
72 127 1
73 127 1
74 127 1
75 127 1
76 127 1
77 127 1
78 127 1
79 127 1
80 127 1
81 127 1
82 127 1
83 127 1
84 127 1
85 127 1
86 127 1
87 127 1
88 127 1
89 127 1
90 127 1
91 127 1
92 127 1
93 127 1
94 127 1
95 127 1
96 127 1
97 127 1
98 127 1
99 127 1
100 127 1
101 127 1
102 127 1
103 127 1
104 127 1
105 127 1
106 127 1
107 127 1
108 127 1
109 127 1
110 127 1
111 127 1
112 127 1
113 127 1
114 127 1
115 127 1
116 127 1
117 127 1
118 127 1
119 127 1
120 127 1
121 127 1
122 127 1
123 127 1
124 127 1
125 127 1
126 127 1
127 127 1
0 0 1
0 1 1
0 2 1
0 3 1
0 4 1
0 5 1
0 6 1
0 7 1
0 8 1
0 9 1
0 10 1
0 11 1
0 12 1
0 13 1
0 14 1
0 15 1
0 16 1
0 17 1
0 18 1
0 19 1
0 20 1
0 21 1
0 22 1
0 23 1
0 24 1
0 25 1
0 26 1
0 27 1
0 28 1
0 29 1
0 30 1
0 31 1
0 32 1
0 33 1
0 34 1
0 35 1
0 36 1
0 37 1
0 38 1
0 39 1
0 40 1
0 41 1
0 42 1
0 43 1
0 44 1
0 45 1
0 46 1
0 47 1
0 48 1
0 49 1
0 50 1
0 51 1
0 52 1
0 53 1
0 54 1
0 55 1
0 56 1
0 57 1
0 58 1
0 59 1
0 60 1
0 61 1
0 62 1
0 63 1
0 64 1
0 65 1
0 66 1
0 67 1
0 68 1
0 69 1
0 70 1
0 71 1
0 72 1
0 73 1
0 74 1
0 75 1
0 76 1
0 77 1
0 78 1
0 79 1
0 80 1
0 81 1
0 82 1
0 83 1
0 84 1
0 85 1
0 86 1
0 87 1
0 88 1
0 89 1
0 90 1
0 91 1
0 92 1
0 93 1
0 94 1
0 95 1
0 96 1
0 97 1
0 98 1
0 99 1
0 100 1
0 101 1
0 102 1
0 103 1
0 104 1
0 105 1
0 106 1
0 107 1
0 108 1
0 109 1
0 110 1
0 111 1
0 112 1
0 113 1
0 114 1
0 115 1
0 116 1
0 117 1
0 118 1
0 119 1
0 120 1
0 121 1
0 122 1
0 123 1
0 124 1
0 125 1
0 126 1
0 127 1
127 0 1
127 1 1
127 2 1
127 3 1
127 4 1
127 5 1
127 6 1
127 7 1
127 8 1
127 9 1
127 10 1
127 11 1
127 12 1
127 13 1
127 14 1
127 15 1
127 16 1
127 17 1
127 18 1
127 19 1
127 20 1
127 21 1
127 22 1
127 23 1
127 24 1
127 25 1
127 26 1
127 27 1
127 28 1
127 29 1
127 30 1
127 31 1
127 32 1
127 33 1
127 34 1
