0	0	-0.01751609705388546
0	1	0.017985310405492783
0	3	0.007634275127202272
0	5	-0.014092529192566872
0	7	0.027116214856505394
0	8	0.02772376872599125
0	10	0.051619287580251694
0	11	-0.006147664971649647
0	12	0.05993322655558586
0	14	0.012945333495736122
0	16	-0.015143360011279583
0	17	0.013025209307670593
0	18	0.05233083292841911
0	19	-0.023425493389368057
0	22	0.0037608796264976263
0	24	0.044984642416238785
0	28	-0.015819936990737915
0	30	0.017146799713373184
0	33	-0.022481730207800865
0	35	0.062030281871557236
0	36	-0.014952776953577995
0	37	-0.0150666618719697
0	38	0.021761883050203323
0	39	-0.024499190971255302
0	40	0.06030910089612007
0	41	-0.03946954384446144
0	46	-0.02704429440200329
0	47	0.06343969702720642
0	48	0.050805192440748215
0	49	-0.05038994923233986
0	55	0.030595222488045692
0	61	0.006467783357948065
0	65	0.055133938789367676
0	66	-0.01326669380068779
0	67	0.01863713189959526
0	69	-0.01277961116284132
0	72	0.02101907506585121
0	73	0.0012466504704207182
0	77	-0.0055700973607599735
0	80	0.031035112217068672
0	82	-0.01289893127977848
0	83	-0.007935460656881332
0	90	-0.03835581615567207
0	93	-0.01341238059103489
0	95	0.049154944717884064
0	96	-0.023822646588087082
0	97	-0.0163107942789793
0	103	-0.021258028224110603
0	105	0.05596252903342247
0	106	-0.01667012646794319
0	108	0.06436799466609955
0	111	0.041572652757167816
0	113	0.00890642311424017
0	118	-0.03004302643239498
0	119	-0.04463806748390198
0	125	0.025695400312542915
0	126	0.01465168222784996
0	132	-0.02956923469901085
0	133	-0.0077034528367221355
0	134	-0.02651587873697281
0	135	0.0027966690249741077
0	136	-0.0043622166849672794
0	141	0.05613350123167038
0	142	-0.003707753960043192
0	143	-0.008900062181055546
0	144	0.05783415958285332
0	147	0.04160389304161072
0	148	0.03360205888748169
0	149	0.03496229648590088
0	151	-0.010074884630739689
0	152	0.03884030506014824
0	153	-0.02868628315627575
0	154	0.016209064051508904
0	156	0.05031457915902138
0	158	0.005942234769463539
0	161	0.03680676966905594
0	162	0.017272241413593292
0	163	0.06457124650478363
0	165	-0.010811332613229752
0	166	0.017912713810801506
0	167	-0.031722746789455414
0	168	0.08145850896835327
0	169	-0.02291237562894821
0	170	0.010354472324252129
0	171	0.050172850489616394
0	175	-0.029277469962835312
0	177	0.010547271929681301
0	178	0.024922717362642288
0	179	-0.005607302766293287
